date,pair,zscore
2024-11-05,BAC-GS,-1.4275025209139958
2024-11-06,BAC-GS,-1.0949689809538317
2024-11-07,BAC-GS,-0.953695405343919
2024-11-08,BAC-GS,-0.8450217167324015
2024-11-11,BAC-GS,-0.7750287595304564
2024-11-12,BAC-GS,-0.7418170128522805
2024-11-13,BAC-GS,-0.6944482299239971
2024-11-14,BAC-GS,-0.6612145695546028
2024-11-15,BAC-GS,-0.655759355549478
2024-11-18,BAC-GS,-0.6625512147525832
2024-11-19,BAC-GS,-0.6647734347452418
2024-11-20,BAC-GS,-0.653417443838497
2024-11-21,BAC-GS,-0.6289255116803886
2024-11-22,BAC-GS,-0.6023157269717175
2024-11-25,BAC-GS,-0.5894018739179048
2024-11-26,BAC-GS,-0.6004266764827071
2024-11-27,BAC-GS,-0.6023738821905971
2024-11-29,BAC-GS,-0.5930304357943095
2024-12-02,BAC-GS,-0.5613663643636705
2024-12-03,BAC-GS,-0.5271737261818046
2024-12-04,BAC-GS,-0.5271854204842498
2024-12-05,BAC-GS,-0.5150569660161295
2024-12-06,BAC-GS,-0.49833391398392013
2024-12-09,BAC-GS,-0.45876026241983825
2024-12-10,BAC-GS,-0.41654146299333955
2024-12-11,BAC-GS,-0.3932735171960042
2024-12-12,BAC-GS,-0.3730799506517981
2024-12-13,BAC-GS,-0.34987837941574546
2024-12-16,BAC-GS,-0.31813528384832335
2024-12-17,BAC-GS,-0.26822461297662664
2024-12-18,BAC-GS,-0.2006618983214735
2024-12-19,BAC-GS,-0.13775537790721668
2024-12-20,BAC-GS,-0.047962936210032225
2024-12-23,BAC-GS,0.06593730861875416
2024-12-24,BAC-GS,0.19685356891749944
2024-12-26,BAC-GS,0.367796479289556
2024-12-27,BAC-GS,0.5476597762064415
2024-12-30,BAC-GS,0.6863923822349367
2024-12-31,BAC-GS,0.779445897902929
2025-01-02,BAC-GS,0.8761111502324991
2025-01-03,BAC-GS,1.0003389221018948
2025-01-06,BAC-GS,1.1916013004558121
2025-01-07,BAC-GS,1.481299554568691
2025-01-08,BAC-GS,1.4706118625245352
2025-01-10,BAC-GS,1.5060252094227273
2025-01-13,BAC-GS,1.4632977591124108
2025-01-14,BAC-GS,1.3885842683353777
2025-01-15,BAC-GS,1.2755833333853155
2025-01-16,BAC-GS,1.2783274870944528
2025-01-17,BAC-GS,1.4031486852004464
2025-01-21,BAC-GS,1.520934490423514
2025-01-22,BAC-GS,1.6883162559593738
2025-01-23,BAC-GS,1.8938816339408413
2025-01-24,BAC-GS,2.0634003415929207
2025-01-27,BAC-GS,2.109737128552407
2025-01-28,BAC-GS,2.220920748718317
2025-01-29,BAC-GS,2.39795193105286
2025-01-30,BAC-GS,2.7008544402314527
2025-01-31,BAC-GS,3.045712141172309
2025-02-03,BAC-GS,3.4238242883451564
2025-02-04,BAC-GS,3.659728784890835
2025-02-05,BAC-GS,3.3073377180250416
2025-02-06,BAC-GS,3.033648586574159
2025-02-07,BAC-GS,2.8176941006428913
2025-02-10,BAC-GS,2.6672639480314557
2025-02-11,BAC-GS,2.527440849005107
2025-02-12,BAC-GS,2.436662626108325
2025-02-13,BAC-GS,2.349084730376716
2025-02-14,BAC-GS,2.241504308792965
2025-02-18,BAC-GS,2.1767044349285016
2025-02-19,BAC-GS,2.1305281531000255
2025-02-20,BAC-GS,2.0604708838467185
2025-02-21,BAC-GS,1.9762758885093334
2025-02-24,BAC-GS,1.9029164173072064
2025-02-25,BAC-GS,1.8110717565261165
2025-02-26,BAC-GS,1.7400619482308042
2025-02-27,BAC-GS,1.6603795428230037
2025-02-28,BAC-GS,1.6157149179542747
2025-03-03,BAC-GS,1.5405019129754698
2025-03-04,BAC-GS,1.3692230129948824
2025-03-05,BAC-GS,1.2603260348184828
2025-03-06,BAC-GS,1.0660487757364645
2025-03-07,BAC-GS,0.9021136519947853
2025-03-10,BAC-GS,0.6083635045862037
2025-03-11,BAC-GS,0.34143418931397623
2025-03-12,BAC-GS,0.1457683193526345
2025-03-13,BAC-GS,-0.03408592262802829
2025-03-14,BAC-GS,-0.13533053039694312
2025-03-17,BAC-GS,-0.21891459485247378
2025-03-18,BAC-GS,-0.3050178990837145
2025-03-19,BAC-GS,-0.3871665817493911
2025-03-20,BAC-GS,-0.4597491634615581
2025-03-21,BAC-GS,-0.5376852769612184
2025-03-24,BAC-GS,-0.593030499481657
2025-03-25,BAC-GS,-0.637564453213779
2025-03-26,BAC-GS,-0.6866697014058454
2025-03-27,BAC-GS,-0.7182070896100107
2025-03-28,BAC-GS,-0.794190938699458
2025-03-31,BAC-GS,-0.8307696440990515
2025-04-01,BAC-GS,-0.9012983094234008
2025-04-02,BAC-GS,-0.9745543450144056
2025-04-03,BAC-GS,-1.2897866138609868
2025-04-04,BAC-GS,-1.6729020428397325
2025-04-07,BAC-GS,-1.717452094477887
2025-04-08,BAC-GS,-1.8357380478604488
2025-04-09,BAC-GS,-1.9464622414207444
2025-04-10,BAC-GS,-1.9891460434897243
2025-04-11,BAC-GS,-1.9841687616744885
2025-04-14,BAC-GS,-1.9481837801438517
2025-04-15,BAC-GS,-1.8497998559241322
2025-04-16,BAC-GS,-1.788729013232933
2025-04-17,BAC-GS,-1.7648102139856106
2025-04-21,BAC-GS,-1.721782555050653
2025-04-22,BAC-GS,-1.6588970591211
2025-04-23,BAC-GS,-1.5950555799392168
2025-04-24,BAC-GS,-1.5388341359021465
2025-04-25,BAC-GS,-1.4771724679109521
2025-04-28,BAC-GS,-1.4275401988714467
2025-04-29,BAC-GS,-1.37790797664057
2025-04-30,BAC-GS,-1.3232704851930537
2025-05-01,BAC-GS,-1.2629779783375432
2025-05-02,BAC-GS,-1.201204220680509
2025-05-05,BAC-GS,-1.137468262699435
2025-05-06,BAC-GS,-1.0807174794203749
2025-05-07,BAC-GS,-1.0456804171873701
2025-05-08,BAC-GS,-1.0057050749773824
2025-05-09,BAC-GS,-0.9850924675064169
2025-05-12,BAC-GS,-0.9677230107705104
2025-05-13,BAC-GS,-0.9619725602614898
2025-05-14,BAC-GS,-1.0267764986152808
2025-05-15,BAC-GS,-1.1093728437937453
2025-05-16,BAC-GS,-1.1255087922517877
2025-05-19,BAC-GS,-1.1233596750870516
2025-05-20,BAC-GS,-1.1549608466021493
2025-05-21,BAC-GS,-1.173494966794267
2025-05-22,BAC-GS,-1.1924869051594251
2025-05-23,BAC-GS,-1.1704091229968365
2025-05-27,BAC-GS,-1.1052753959999722
2025-05-28,BAC-GS,-1.0295042484806367
2025-05-29,BAC-GS,-1.0161773983540612
2025-05-30,BAC-GS,-1.0590155510350052
2025-06-02,BAC-GS,-1.0592473600388699
2025-06-03,BAC-GS,-1.0566543921753548
2025-06-04,BAC-GS,-1.065285711025871
2025-06-05,BAC-GS,-1.0570430641263724
2025-06-06,BAC-GS,-1.0396983003328757
2025-06-09,BAC-GS,-1.0499469530763756
2025-06-10,BAC-GS,-1.0483634534812227
2025-06-11,BAC-GS,-1.0143054414197834
2025-06-12,BAC-GS,-0.9513364769622165
2025-06-13,BAC-GS,-0.8964298613885506
2025-06-16,BAC-GS,-0.8227811734704394
2025-06-17,BAC-GS,-0.7345266067622352
2025-06-18,BAC-GS,-0.6360426166722724
2025-06-20,BAC-GS,-0.5441148780177412
2025-06-23,BAC-GS,-0.47259572688089563
2025-06-24,BAC-GS,-0.41243606160092294
2025-06-25,BAC-GS,-0.336436879608069
2025-06-26,BAC-GS,-0.21277625577368375
2025-06-27,BAC-GS,-0.009350707706358888
2025-06-30,BAC-GS,0.3830968873812862
2025-07-01,BAC-GS,0.8751299288830671
2025-07-02,BAC-GS,1.4203071597382784
2025-07-03,BAC-GS,1.614160262361232
2025-07-07,BAC-GS,1.8055788229413687
2025-07-08,BAC-GS,2.1050976218565913
2025-07-09,BAC-GS,2.420895811325286
2025-07-10,BAC-GS,2.7576504346527857
2025-07-11,BAC-GS,2.970421169193737
2025-07-14,BAC-GS,2.9642878835300537
2025-07-15,BAC-GS,2.9776814871156816
2025-07-16,BAC-GS,3.0704005075531553
2025-07-17,BAC-GS,3.1392924577376964
2025-07-18,BAC-GS,3.0473100784897755
2025-07-21,BAC-GS,2.9488598862673014
2025-07-22,BAC-GS,2.8216581611665448
2025-07-23,BAC-GS,2.7020986668253753
2025-07-24,BAC-GS,2.6090268520719313
2025-07-25,BAC-GS,2.5272857023607425
2025-07-28,BAC-GS,2.4760363987485667
2025-07-29,BAC-GS,2.44189324792513
2025-07-30,BAC-GS,2.387104226851613
2025-07-31,BAC-GS,2.331916555987309
2025-08-01,BAC-GS,2.301843474900387
2025-08-04,BAC-GS,2.3276713171127392
2025-08-05,BAC-GS,2.3327791719691673
2025-08-06,BAC-GS,2.33901159934317
2025-08-07,BAC-GS,2.290388636904605
2025-08-08,BAC-GS,2.217254610269661
2025-08-11,BAC-GS,2.1201102862384205
2025-08-12,BAC-GS,2.043427296747647
2025-08-13,BAC-GS,1.9604510926637948
2025-08-14,BAC-GS,1.8753250633696221
2025-08-15,BAC-GS,1.78833026237592
2025-08-18,BAC-GS,1.7512467211358331
2025-08-19,BAC-GS,1.708078064600952
2025-08-20,BAC-GS,1.6724494980543607
2025-08-21,BAC-GS,1.6111414124130414
2025-08-22,BAC-GS,1.5395168623782767
2025-08-25,BAC-GS,1.457205695065115
2025-08-26,BAC-GS,1.3713083609954415
2025-08-27,BAC-GS,1.2833784110869433
2025-08-28,BAC-GS,1.1710151169791283
2025-08-29,BAC-GS,1.0654800909749205
2025-09-02,BAC-GS,0.9876142499757252
2025-09-03,BAC-GS,0.8679963986327902
2025-09-04,BAC-GS,0.7264133672134367
2025-09-05,BAC-GS,0.5713254150833074
2025-09-08,BAC-GS,0.47680350693737683
2025-09-09,BAC-GS,0.3712990069856892
2025-09-10,BAC-GS,0.26959362319353397
2025-09-11,BAC-GS,0.18306594244961857
2025-09-12,BAC-GS,0.09785568043550308
2025-09-15,BAC-GS,-0.04990407190730528
2025-09-16,BAC-GS,-0.2627223895432302
2025-09-17,BAC-GS,-0.6509979792507726
2025-09-18,BAC-GS,-1.0044245343088016
2025-09-19,BAC-GS,-1.3173397660112844
2025-09-22,BAC-GS,-1.4860159588342918
2025-09-23,BAC-GS,-1.5571340528119397
2025-09-24,BAC-GS,-1.6100334484919012
2025-09-25,BAC-GS,-1.7182772612659314
2025-09-26,BAC-GS,-1.7890719433658
2025-09-29,BAC-GS,-1.8351385101891462
2025-09-30,BAC-GS,-1.8921450776916362
2025-10-01,BAC-GS,-1.9083285555257614
2025-10-02,BAC-GS,-1.903651562627554
2025-10-03,BAC-GS,-1.830875908001909
2025-10-06,BAC-GS,-1.7206340074764939
2025-10-07,BAC-GS,-1.622427174848328
2025-10-08,BAC-GS,-1.5303691258976322
2025-10-09,BAC-GS,-1.4104883238554327
2025-10-10,BAC-GS,-1.3774315848613654
2025-10-13,BAC-GS,-1.2946911403498542
2025-10-14,BAC-GS,-1.280690149354638
2025-10-15,BAC-GS,-1.3694951859290985
2025-10-16,BAC-GS,-1.4067078324282956
2025-10-17,BAC-GS,-1.3906560519445472
2025-10-20,BAC-GS,-1.3934453499766515
2025-10-21,BAC-GS,-1.3928875165817407
2025-10-22,BAC-GS,-1.2919826100460103
2025-10-23,BAC-GS,-1.2162025303082218
2025-10-24,BAC-GS,-1.2210237950010396
2025-10-27,BAC-GS,-1.1359927765655868
2025-10-28,BAC-GS,-1.0285872934242235
2025-10-29,BAC-GS,-0.8722705409489065
2025-10-30,BAC-GS,-0.707664383734681
2025-10-31,BAC-GS,-0.47818876793898396
2025-11-03,BAC-GS,-0.3171813104762103
2025-11-04,BAC-GS,-0.15380767144337912
2025-11-05,BAC-GS,-0.06103944116970862
2025-11-06,BAC-GS,0.0625773581681099
2025-11-07,BAC-GS,0.1567689681391212
2025-11-10,BAC-GS,0.34105363318958914
2025-11-11,BAC-GS,0.44302475203543107
2025-11-12,BAC-GS,0.5544908496655935
2025-11-13,BAC-GS,0.6816288928742172
2025-11-14,BAC-GS,0.8480646337270188
2025-11-17,BAC-GS,0.96298489069587
2025-11-18,BAC-GS,1.0982506093281144
2025-11-19,BAC-GS,1.1639751071585096
2025-11-20,BAC-GS,1.2096050756018346
2025-11-21,BAC-GS,1.2807588641142087
2025-11-24,BAC-GS,1.27716066699173
2025-11-25,BAC-GS,1.1870873457383082
2025-11-26,BAC-GS,1.1432808534962173
2025-11-28,BAC-GS,1.0738686204170866
2025-12-01,BAC-GS,1.0437055859737743
2025-12-02,BAC-GS,1.1707665513020118
2025-12-03,BAC-GS,1.1808267591965709
2025-12-04,BAC-GS,1.209530765961613
2025-12-05,BAC-GS,1.2817311367716044
2025-12-08,BAC-GS,1.4731873166409628
2025-12-09,BAC-GS,1.731197937227772
2025-12-10,BAC-GS,1.8747717260788246
2025-12-11,BAC-GS,1.945534700136801
2025-12-12,BAC-GS,1.8061022237838864
2025-12-15,BAC-GS,1.6598762733336185
2025-12-16,BAC-GS,1.5565977508796418
2025-12-17,BAC-GS,1.4748959175955862
2025-12-18,BAC-GS,1.4330020585282954
2025-12-19,BAC-GS,1.3688259341637727
2025-12-22,BAC-GS,1.2748086649783448
2025-12-23,BAC-GS,1.185279215178984
2025-12-24,BAC-GS,1.1110931815250027
2025-12-26,BAC-GS,1.064249516535128
2025-12-29,BAC-GS,1.047438078174074
2025-12-30,BAC-GS,1.029586244054189
2025-12-31,BAC-GS,1.015449767853142
2026-01-02,BAC-GS,1.0155754331902398
2026-01-05,BAC-GS,1.0393887297961675
2026-01-06,BAC-GS,1.054841752958653
2026-01-07,BAC-GS,1.1615004415073684
2026-01-08,BAC-GS,1.227657021971278
2026-01-09,BAC-GS,1.270265125587108
2024-01-16,BAC-JPM,
2024-01-17,BAC-JPM,
2024-01-18,BAC-JPM,
2024-01-19,BAC-JPM,
2024-01-22,BAC-JPM,
2024-01-23,BAC-JPM,
2024-01-24,BAC-JPM,
2024-01-25,BAC-JPM,
2024-01-26,BAC-JPM,
2024-01-29,BAC-JPM,
2024-01-30,BAC-JPM,
2024-01-31,BAC-JPM,
2024-02-01,BAC-JPM,
2024-02-02,BAC-JPM,
2024-02-05,BAC-JPM,
2024-02-06,BAC-JPM,
2024-02-07,BAC-JPM,
2024-02-08,BAC-JPM,
2024-02-09,BAC-JPM,
2024-02-12,BAC-JPM,
2024-02-13,BAC-JPM,
2024-02-14,BAC-JPM,
2024-02-15,BAC-JPM,
2024-02-16,BAC-JPM,
2024-02-20,BAC-JPM,
2024-02-21,BAC-JPM,
2024-02-22,BAC-JPM,
2024-02-23,BAC-JPM,
2024-02-26,BAC-JPM,
2024-02-27,BAC-JPM,
2024-02-28,BAC-JPM,
2024-02-29,BAC-JPM,
2024-03-01,BAC-JPM,
2024-03-04,BAC-JPM,
2024-03-05,BAC-JPM,
2024-03-06,BAC-JPM,
2024-03-07,BAC-JPM,
2024-03-08,BAC-JPM,
2024-03-11,BAC-JPM,
2024-03-12,BAC-JPM,
2024-03-13,BAC-JPM,
2024-03-14,BAC-JPM,
2024-03-15,BAC-JPM,
2024-03-18,BAC-JPM,
2024-03-19,BAC-JPM,
2024-03-20,BAC-JPM,
2024-03-21,BAC-JPM,
2024-03-22,BAC-JPM,
2024-03-25,BAC-JPM,
2024-03-26,BAC-JPM,
2024-03-27,BAC-JPM,
2024-03-28,BAC-JPM,
2024-04-01,BAC-JPM,
2024-04-02,BAC-JPM,
2024-04-03,BAC-JPM,
2024-04-04,BAC-JPM,
2024-04-05,BAC-JPM,
2024-04-08,BAC-JPM,
2024-04-09,BAC-JPM,
2024-04-10,BAC-JPM,
2024-04-11,BAC-JPM,
2024-04-12,BAC-JPM,
2024-04-15,BAC-JPM,
2024-04-16,BAC-JPM,
2024-04-17,BAC-JPM,
2024-04-18,BAC-JPM,
2024-04-19,BAC-JPM,
2024-04-22,BAC-JPM,
2024-04-23,BAC-JPM,
2024-04-24,BAC-JPM,
2024-04-25,BAC-JPM,
2024-04-26,BAC-JPM,
2024-04-29,BAC-JPM,
2024-04-30,BAC-JPM,
2024-05-01,BAC-JPM,
2024-05-02,BAC-JPM,
2024-05-03,BAC-JPM,
2024-05-06,BAC-JPM,
2024-05-07,BAC-JPM,
2024-05-08,BAC-JPM,
2024-05-09,BAC-JPM,
2024-05-10,BAC-JPM,
2024-05-13,BAC-JPM,
2024-05-14,BAC-JPM,
2024-05-15,BAC-JPM,
2024-05-16,BAC-JPM,
2024-05-17,BAC-JPM,
2024-05-20,BAC-JPM,
2024-05-21,BAC-JPM,
2024-05-22,BAC-JPM,
2024-05-23,BAC-JPM,
2024-05-24,BAC-JPM,
2024-05-28,BAC-JPM,
2024-05-29,BAC-JPM,
2024-05-30,BAC-JPM,
2024-05-31,BAC-JPM,
2024-06-03,BAC-JPM,
2024-06-04,BAC-JPM,
2024-06-05,BAC-JPM,
2024-06-06,BAC-JPM,
2024-06-07,BAC-JPM,
2024-06-10,BAC-JPM,
2024-06-11,BAC-JPM,
2024-06-12,BAC-JPM,
2024-06-13,BAC-JPM,
2024-06-14,BAC-JPM,
2024-06-17,BAC-JPM,
2024-06-18,BAC-JPM,
2024-06-20,BAC-JPM,
2024-06-21,BAC-JPM,
2024-06-24,BAC-JPM,
2024-06-25,BAC-JPM,
2024-06-26,BAC-JPM,
2024-06-27,BAC-JPM,
2024-06-28,BAC-JPM,
2024-07-01,BAC-JPM,
2024-07-02,BAC-JPM,
2024-07-03,BAC-JPM,
2024-07-05,BAC-JPM,-0.5409536209658148
2024-07-08,BAC-JPM,-0.5215878666775889
2024-07-09,BAC-JPM,-0.5652184374487923
2024-07-10,BAC-JPM,-0.6077073919600882
2024-07-11,BAC-JPM,-0.7503231814177517
2024-07-12,BAC-JPM,-0.32806380491104087
2024-07-15,BAC-JPM,-0.19147381341149158
2024-07-16,BAC-JPM,-0.9841979984931606
2024-07-17,BAC-JPM,-1.6165906353206168
2024-07-18,BAC-JPM,-2.045964963787294
2024-07-19,BAC-JPM,-2.354132203701326
2024-07-22,BAC-JPM,-2.358070918215634
2024-07-23,BAC-JPM,-2.244124397541456
2024-07-24,BAC-JPM,-2.1467925409962367
2024-07-25,BAC-JPM,-1.9502440789644404
2024-07-26,BAC-JPM,-1.5036920709999866
2024-07-29,BAC-JPM,-1.0059992869979193
2024-07-30,BAC-JPM,-0.2340568151415507
2024-07-31,BAC-JPM,0.41869797671964937
2024-08-01,BAC-JPM,0.8116456805003912
2024-08-02,BAC-JPM,0.7406658746531194
2024-08-05,BAC-JPM,0.5446026318197543
2024-08-06,BAC-JPM,0.49915113600217037
2024-08-07,BAC-JPM,0.5138934108868287
2024-08-08,BAC-JPM,0.7700660909078779
2024-08-09,BAC-JPM,1.024931315332457
2024-08-12,BAC-JPM,1.27481378033647
2024-08-13,BAC-JPM,1.5965132430287503
2024-08-14,BAC-JPM,1.9367814858817172
2024-08-15,BAC-JPM,2.3063116606647185
2024-08-16,BAC-JPM,2.6302024285463235
2024-08-19,BAC-JPM,2.8138548203966476
2024-08-20,BAC-JPM,3.004873901154256
2024-08-21,BAC-JPM,3.1011919517563484
2024-08-22,BAC-JPM,3.147050973773806
2024-08-23,BAC-JPM,3.1460488507649944
2024-08-26,BAC-JPM,3.095395235861377
2024-08-27,BAC-JPM,2.995494609486241
2024-08-28,BAC-JPM,2.8839556691999566
2024-08-29,BAC-JPM,2.7592105150004613
2024-08-30,BAC-JPM,2.5963699375967844
2024-09-03,BAC-JPM,2.43450160728416
2024-09-04,BAC-JPM,2.2921377456586383
2024-09-05,BAC-JPM,2.1756868345238156
2024-09-06,BAC-JPM,2.0902880522743703
2024-09-09,BAC-JPM,1.9854308119307562
2024-09-10,BAC-JPM,1.8758525448619288
2024-09-11,BAC-JPM,1.7602692423662702
2024-09-12,BAC-JPM,1.63394352518272
2024-09-13,BAC-JPM,1.482978889646826
2024-09-16,BAC-JPM,1.3711680613294228
2024-09-17,BAC-JPM,1.2776346307257176
2024-09-18,BAC-JPM,1.164675009964322
2024-09-19,BAC-JPM,1.0991360967244361
2024-09-20,BAC-JPM,1.0386005203894713
2024-09-23,BAC-JPM,0.9774983217434926
2024-09-24,BAC-JPM,0.9066920251026995
2024-09-25,BAC-JPM,0.850199809196579
2024-09-26,BAC-JPM,0.7984234803234227
2024-09-27,BAC-JPM,0.7389562186457108
2024-09-30,BAC-JPM,0.6699493453893202
2024-10-01,BAC-JPM,0.5810291293342107
2024-10-02,BAC-JPM,0.5035496749937213
2024-10-03,BAC-JPM,0.4359313269758209
2024-10-04,BAC-JPM,0.3458655371753481
2024-10-07,BAC-JPM,0.19357497144737124
2024-10-08,BAC-JPM,0.15461413035036123
2024-10-09,BAC-JPM,0.21852141336138178
2024-10-10,BAC-JPM,0.37546312415959954
2024-10-11,BAC-JPM,0.21096396586270752
2024-10-14,BAC-JPM,0.0302152828403309
2024-10-15,BAC-JPM,-0.14819978008872672
2024-10-16,BAC-JPM,-0.38196158524871476
2024-10-17,BAC-JPM,-0.646241501192448
2024-10-18,BAC-JPM,-0.8575211760072464
2024-10-21,BAC-JPM,-0.9627250563950678
2024-10-22,BAC-JPM,-1.10743719860507
2024-10-23,BAC-JPM,-1.2047053512138015
2024-10-24,BAC-JPM,-1.3175107814099878
2024-10-25,BAC-JPM,-1.3991700613002
2024-10-28,BAC-JPM,-1.4764501451914605
2024-10-29,BAC-JPM,-1.5295142689850028
2024-10-30,BAC-JPM,-1.4874023744864027
2024-10-31,BAC-JPM,-1.4616247749029263
2024-11-01,BAC-JPM,-1.468581896482855
2024-11-04,BAC-JPM,-1.4392556093222069
2024-11-05,BAC-JPM,-1.4003622283081503
2024-11-06,BAC-JPM,-1.3589934544759064
2024-11-07,BAC-JPM,-1.4241746454731115
2024-11-08,BAC-JPM,-1.5062335827899997
2024-11-11,BAC-JPM,-1.6183363895949452
2024-11-12,BAC-JPM,-1.6762107358291758
2024-11-13,BAC-JPM,-1.6590563368274773
2024-11-14,BAC-JPM,-1.615486038288191
2024-11-15,BAC-JPM,-1.5932609198633156
2024-11-18,BAC-JPM,-1.5718021492207612
2024-11-19,BAC-JPM,-1.5440258524666242
2024-11-20,BAC-JPM,-1.5142665737176833
2024-11-21,BAC-JPM,-1.4798069315485438
2024-11-22,BAC-JPM,-1.4363816100697289
2024-11-25,BAC-JPM,-1.4054265144416793
2024-11-26,BAC-JPM,-1.3712785628043778
2024-11-27,BAC-JPM,-1.3398871818228975
2024-11-29,BAC-JPM,-1.2983602826397511
2024-12-02,BAC-JPM,-1.2419108343087333
2024-12-03,BAC-JPM,-1.1992804989627683
2024-12-04,BAC-JPM,-1.1982201554025802
2024-12-05,BAC-JPM,-1.174991351543672
2024-12-06,BAC-JPM,-1.1471821358268404
2024-12-09,BAC-JPM,-1.1247362287799305
2024-12-10,BAC-JPM,-1.0893501550262665
2024-12-11,BAC-JPM,-1.0651615226113997
2024-12-12,BAC-JPM,-1.0682998292778971
2024-12-13,BAC-JPM,-1.1088309518307367
2024-12-16,BAC-JPM,-1.1172580954883362
2024-12-17,BAC-JPM,-1.102543121176527
2024-12-18,BAC-JPM,-1.059889072859382
2024-12-19,BAC-JPM,-1.0309589589220907
2024-12-20,BAC-JPM,-1.0048576345211193
2024-12-23,BAC-JPM,-0.9591608061542082
2024-12-24,BAC-JPM,-0.9048119957170857
2024-12-26,BAC-JPM,-0.8712691658276543
2024-12-27,BAC-JPM,-0.848490281398074
2024-12-30,BAC-JPM,-0.9228978139143511
2024-12-31,BAC-JPM,-0.9095610316683412
2025-01-02,BAC-JPM,-0.8841766649314399
2025-01-03,BAC-JPM,-0.8598036663162485
2025-01-06,BAC-JPM,-0.8063499066207348
2025-01-07,BAC-JPM,-0.7730375981649592
2025-01-08,BAC-JPM,-0.7878507125986349
2025-01-10,BAC-JPM,-0.8255933940853108
2025-01-13,BAC-JPM,-0.8012981226802236
2025-01-14,BAC-JPM,-0.7793804200208092
2025-01-15,BAC-JPM,-0.6802401833923618
2025-01-16,BAC-JPM,-0.3251199909848491
2025-01-17,BAC-JPM,0.4682722186851528
2025-01-21,BAC-JPM,1.422704095081334
2025-01-22,BAC-JPM,2.406986919066942
2025-01-23,BAC-JPM,3.139804706123536
2025-01-24,BAC-JPM,3.5401501348170354
2025-01-27,BAC-JPM,3.5659618864066434
2025-01-28,BAC-JPM,3.532045952720704
2025-01-29,BAC-JPM,3.5184726546643335
2025-01-30,BAC-JPM,3.5467385302486187
2025-01-31,BAC-JPM,3.5673302840382473
2025-02-03,BAC-JPM,3.6254078374948198
2025-02-04,BAC-JPM,3.568078121708048
2025-02-05,BAC-JPM,3.220063462062252
2025-02-06,BAC-JPM,2.9519772482923825
2025-02-07,BAC-JPM,2.7345837894907374
2025-02-10,BAC-JPM,2.547323157488705
2025-02-11,BAC-JPM,2.4073345698604087
2025-02-12,BAC-JPM,2.3087664294753427
2025-02-13,BAC-JPM,2.221067808087797
2025-02-14,BAC-JPM,2.1103949510524718
2025-02-18,BAC-JPM,2.021184611643818
2025-02-19,BAC-JPM,1.9550407187604395
2025-02-20,BAC-JPM,1.8778959706060034
2025-02-21,BAC-JPM,1.804308717672831
2025-02-24,BAC-JPM,1.7340374606277629
2025-02-25,BAC-JPM,1.6591052592916427
2025-02-26,BAC-JPM,1.5943090081861577
2025-02-27,BAC-JPM,1.5341398699226965
2025-02-28,BAC-JPM,1.4850656668250453
2025-03-03,BAC-JPM,1.4113810650135585
2025-03-04,BAC-JPM,1.2968087279594118
2025-03-05,BAC-JPM,1.216015513924349
2025-03-06,BAC-JPM,1.1034717136075876
2025-03-07,BAC-JPM,1.000058411372143
2025-03-10,BAC-JPM,0.8112827720298391
2025-03-11,BAC-JPM,0.6345253114149156
2025-03-12,BAC-JPM,0.48664340668849954
2025-03-13,BAC-JPM,0.3306906205849654
2025-03-14,BAC-JPM,0.23122400361978074
2025-03-17,BAC-JPM,0.14721671784320442
2025-03-18,BAC-JPM,0.06581417849223103
2025-03-19,BAC-JPM,-0.011435413309999505
2025-03-20,BAC-JPM,-0.06851826043276461
2025-03-21,BAC-JPM,-0.13908314888336396
2025-03-24,BAC-JPM,-0.19519441139016297
2025-03-25,BAC-JPM,-0.24591142868161153
2025-03-26,BAC-JPM,-0.30608283860869057
2025-03-27,BAC-JPM,-0.37168750254524496
2025-03-28,BAC-JPM,-0.47617537599424586
2025-03-31,BAC-JPM,-0.5611123892127973
2025-04-01,BAC-JPM,-0.6674568937265356
2025-04-02,BAC-JPM,-0.7613070436503849
2025-04-03,BAC-JPM,-1.0810676091508877
2025-04-04,BAC-JPM,-1.455520411197777
2025-04-07,BAC-JPM,-1.6585794973324905
2025-04-08,BAC-JPM,-1.8947987074508912
2025-04-09,BAC-JPM,-2.0099773046443565
2025-04-10,BAC-JPM,-2.1176767330562067
2025-04-11,BAC-JPM,-2.196972326732295
2025-04-14,BAC-JPM,-2.1915783133556
2025-04-15,BAC-JPM,-2.1215072983467476
2025-04-16,BAC-JPM,-2.073176134616928
2025-04-17,BAC-JPM,-2.0296572095565377
2025-04-21,BAC-JPM,-1.9734267637266942
2025-04-22,BAC-JPM,-1.8927336535502617
2025-04-23,BAC-JPM,-1.8144346295388356
2025-04-24,BAC-JPM,-1.7264358750363036
2025-04-25,BAC-JPM,-1.6404144716593103
2025-04-28,BAC-JPM,-1.5632685576325418
2025-04-29,BAC-JPM,-1.4938682868676572
2025-04-30,BAC-JPM,-1.4280553648100496
2025-05-01,BAC-JPM,-1.356320922102991
2025-05-02,BAC-JPM,-1.2764144862645843
2025-05-05,BAC-JPM,-1.2041072713937142
2025-05-06,BAC-JPM,-1.1385458223415463
2025-05-07,BAC-JPM,-1.0747008440934025
2025-05-08,BAC-JPM,-1.0202283111947166
2025-05-09,BAC-JPM,-0.9858132243525348
2025-05-12,BAC-JPM,-0.9538229895444513
